,var_name,lr_importance,rf_importance
325,onehotencoder__Model_Celerio X VXI,37895.69124624977,1.5497457564520525e-06
326,onehotencoder__Model_Celerio X VXI Option BSIV,76361.63921931865,7.907009324348362e-06
327,onehotencoder__Model_Celerio X ZXI,266497.14339121646,6.566958435169455e-06
328,onehotencoder__Model_Celerio X ZXI BSIV,41962.931232599774,4.771739738390299e-07
329,onehotencoder__Model_Celerio X ZXI Option BSIV,66233.60778137192,2.724705459503811e-06
330,onehotencoder__Model_Celerio ZDi,241727.71157529054,1.8129915583177842e-05
331,onehotencoder__Model_Celerio ZXI,32994.275998400946,3.6499145387559045e-05
332,onehotencoder__Model_Celerio ZXI AMT BSIV,361500.3153135139,2.2960333934212863e-06
333,onehotencoder__Model_Celerio ZXI AT,394697.56510609423,1.7978999440776735e-06
334,onehotencoder__Model_Celerio ZXI MT BSIV,8887.213654237661,6.4394772212144105e-06
335,onehotencoder__Model_Celerio ZXI Optional,4665.160074564628,1.9223432834506405e-05
336,onehotencoder__Model_Celerio ZXI Optional AMT BSIV,331836.397632626,6.84513234504177e-07
337,onehotencoder__Model_Celerio ZXI Optional MT BSIV,64150.92307003664,3.0083367613666623e-05
338,onehotencoder__Model_Ciaz 1.3 Alpha,97320.30216096918,9.028658443052876e-06
339,onehotencoder__Model_Ciaz 1.3 Sigma,24360.07399357115,4.899837419058504e-06
340,onehotencoder__Model_Ciaz 1.3 Zeta,162410.4385420981,3.165685650783538e-06
341,onehotencoder__Model_Ciaz 1.4 Alpha,308045.4125254044,0.0001897098030350976
342,onehotencoder__Model_Ciaz 1.4 Sigma,256547.24320097355,1.6192662632427658e-05
343,onehotencoder__Model_Ciaz AT ZXi,24614.40824546043,3.005311465142136e-05
344,onehotencoder__Model_Ciaz Alpha Diesel,242130.90597824607,2.100942886943524e-05
345,onehotencoder__Model_Ciaz Delta Automatic BSIV,169920.29313640535,7.507280901249116e-05
346,onehotencoder__Model_Ciaz Delta BSIV,1.8917489796876907e-10,0.0
347,onehotencoder__Model_Ciaz RS ZDi Plus SHVS,123618.58943046583,5.956772063203218e-06
348,onehotencoder__Model_Ciaz RS ZXi Plus,148384.16141779587,7.221555659249583e-07
349,onehotencoder__Model_Ciaz S 1.3,193926.09457012737,3.4882111831674064e-05
350,onehotencoder__Model_Ciaz VDI SHVS,15778.27243474471,2.673068610447003e-06
351,onehotencoder__Model_Ciaz VDi Option SHVS,45469.251625400066,4.15605336215203e-07
352,onehotencoder__Model_Ciaz VDi Plus,19705.977902319297,3.0409984722976674e-06
353,onehotencoder__Model_Ciaz VDi Plus SHVS,37964.93894256817,9.382633580870424e-07
354,onehotencoder__Model_Ciaz VXi Plus,247731.9517897247,2.4935990270930852e-06
355,onehotencoder__Model_Ciaz ZDi,32794.73354593166,2.440091654889219e-05
356,onehotencoder__Model_Ciaz ZDi Plus,13656.298845990403,2.2358487844260264e-06
357,onehotencoder__Model_Ciaz ZDi Plus SHVS,81798.9581678006,1.889251631793704e-05
358,onehotencoder__Model_Ciaz ZXi,227542.98591812787,1.1142485753643427e-05
359,onehotencoder__Model_Ciaz ZXi Plus,209061.4414217843,1.3047500243604366e-07
360,onehotencoder__Model_Ciaz Zeta,352350.79005726636,5.172885993282618e-05
361,onehotencoder__Model_Ciaz Zeta Diesel,221036.34991342126,3.80644113876493e-06
362,onehotencoder__Model_City 1.3 EXI,31480.556115851563,3.3168350597842076e-06
363,onehotencoder__Model_City 1.5 E MT,29996.657959589313,5.859136175109857e-06
364,onehotencoder__Model_City 1.5 EXI,7355.649882286496,3.222037098991341e-06
365,onehotencoder__Model_City 1.5 GXI,114333.25376878731,1.3526659154549542e-06
366,onehotencoder__Model_City 1.5 S Inspire,46336.54652924981,1.4667041295229134e-07
367,onehotencoder__Model_City 1.5 S MT,53234.62129608895,7.14668827179661e-06
368,onehotencoder__Model_City 1.5 V AT,91255.98146502217,2.7575363865345927e-05
369,onehotencoder__Model_City 1.5 V Elegance,34357.50453613115,4.5046289917996274e-07
370,onehotencoder__Model_City 1.5 V Inspire,49053.586428933304,3.114272351091983e-07
371,onehotencoder__Model_City 1.5 V MT,47602.503127018455,2.288516082129702e-06
372,onehotencoder__Model_City 1.5 V MT Exclusive,828.6609107130353,6.512268738751728e-07
373,onehotencoder__Model_City 1.5 V MT Sunroof,276356.77699954505,2.825187102355691e-06
374,onehotencoder__Model_City 2017-2020 EXi,54940.19775799014,1.983512792905316e-06
375,onehotencoder__Model_City 2017-2020 GXi,18956.96636549497,1.0300594656261334e-05
376,onehotencoder__Model_City 2017-2020 VTEC,31632.499767233414,1.8177056924728324e-07
377,onehotencoder__Model_City Corporate Edition,116344.81735417414,1.0132031294155188e-05
378,onehotencoder__Model_City E,179989.0774816016,4.639783842930602e-06
379,onehotencoder__Model_City S,2.6193447411060333e-10,0.0
380,onehotencoder__Model_City V AT,83553.43865478993,3.610772047427517e-05
381,onehotencoder__Model_City V MT,36393.616662991124,2.2366351686846565e-05
382,onehotencoder__Model_City VX CVT,342879.5701597872,4.366810907280278e-05
383,onehotencoder__Model_City ZXi AT,325276.71043258486,1.5454388700129554e-06
384,onehotencoder__Model_City i DTEC E,162325.87086177035,2.393365290285971e-06
385,onehotencoder__Model_City i DTEC S,120297.53362541692,1.0678564213249083e-06
386,onehotencoder__Model_City i DTEC SV,127554.40623028402,2.0138580223916323e-06
387,onehotencoder__Model_City i DTEC V,76338.00290604398,1.0842676757418127e-05
388,onehotencoder__Model_City i DTEC VX,1519.9250089408451,0.00019521816565683332
389,onehotencoder__Model_City i DTEC VX Option,32310.23080899589,2.3005175869714205e-05
390,onehotencoder__Model_City i DTec E,5506.3710490088415,5.167821868096694e-06
391,onehotencoder__Model_City i DTec S,104304.91285489703,2.7749095217719185e-06
392,onehotencoder__Model_City i DTec SV,58186.5382424279,1.0611719388017381e-05
393,onehotencoder__Model_City i DTec V,158781.6952113487,5.588346709072443e-07
394,onehotencoder__Model_City i DTec VX,15914.612398388414,1.952280902833674e-06
395,onehotencoder__Model_City i VTEC CVT SV,2.1827872842550278e-10,0.0
396,onehotencoder__Model_City i VTEC CVT VX,202354.1210366895,8.809677691218111e-06
397,onehotencoder__Model_City i VTEC E,173514.266893493,1.742673147480711e-06
398,onehotencoder__Model_City i VTEC S,37858.73793840314,4.8558612740475155e-06
399,onehotencoder__Model_City i VTEC SV,37028.27072456821,3.032046310384296e-06
400,onehotencoder__Model_City i VTEC V,195001.30196906446,6.975424963330762e-05
401,onehotencoder__Model_City i VTEC VX,257455.6422862948,6.106015217991249e-05
402,onehotencoder__Model_City i VTEC VX Option,205733.97524089308,1.5563071459138608e-05
403,onehotencoder__Model_City i VTEC VX Option BL,378734.5788937264,3.0299157528008354e-05
404,onehotencoder__Model_City i-DTEC V,330871.17097530444,6.914582818685273e-05
405,onehotencoder__Model_City i-DTEC VX,264724.83333166037,0.00039639220987456876
406,onehotencoder__Model_City i-DTEC ZX,179978.02480035514,4.961754892902717e-05
407,onehotencoder__Model_City i-VTEC CVT V,151324.71449504135,1.586163239789912e-07
408,onehotencoder__Model_City i-VTEC CVT VX,69798.46523142484,1.855484973130014e-05
409,onehotencoder__Model_City i-VTEC CVT ZX,196685.67822665413,2.1057247348543376e-05
410,onehotencoder__Model_City i-VTEC S,22527.707770593363,2.203026199437104e-08
411,onehotencoder__Model_City i-VTEC V,136404.32728475874,3.545746144303963e-06
412,onehotencoder__Model_City i-VTEC VX,424773.4937739718,6.679413447820495e-05
413,onehotencoder__Model_Civic 1.8 (E) MT,6859.066114312474,2.069408944258911e-07
414,onehotencoder__Model_Civic 1.8 S AT,337346.1515567973,1.7889498333052795e-06
415,onehotencoder__Model_Civic 1.8 S MT,8192.163842229696,1.9154658185988294e-06
416,onehotencoder__Model_Civic 1.8 V AT,265353.3667868931,1.1997441090302986e-05
417,onehotencoder__Model_Civic 1.8 V MT,66302.33570821205,4.823287668437251e-06
418,onehotencoder__Model_Civic 1.8 V MT Inspire,18336.013595040073,3.3574471956449625e-07
419,onehotencoder__Model_Civic Hybrid,338467.4408738698,4.657907114809499e-07
420,onehotencoder__Model_Civic ZX,478771.48197988706,0.00016962575573096616
421,onehotencoder__Model_Civic ZX Diesel BSIV,1200264.1506004063,0.0009159166534398749
422,onehotencoder__Model_Classic 1.4 Duratorq CLXI,339249.8607223666,1.5927073846375142e-06
423,onehotencoder__Model_Classic 1.4 Duratorq Titanium,252304.77771316204,4.249934391260843e-06
424,onehotencoder__Model_Classic 1.6 Duratec CLXI,74281.90596098604,3.0449754766675615e-06
425,onehotencoder__Model_Classic 1.6 Duratec LXI,750.7966448404186,1.1044576488131645e-08
426,onehotencoder__Model_Classic 1.6 Duratec Titanium,55190.91431153972,9.260963929010793e-07
427,onehotencoder__Model_Classic 2000 DSZ AC PS,5.529727786779404e-10,0.0
428,onehotencoder__Model_Compass 1.4 Limited,598856.494236428,1.8951926689267855e-05
429,onehotencoder__Model_Compass 1.4 Limited Plus BSIV,57233.11123713188,5.6765925864926396e-05
430,onehotencoder__Model_Compass 1.4 Sport,202367.47312195654,9.266371046824645e-05
431,onehotencoder__Model_Compass 2.0 Limited,230792.13953201348,1.2057782896020442e-06
432,onehotencoder__Model_Compass 2.0 Limited 4X4,32752.59616585853,6.026300294210118e-06
433,onehotencoder__Model_Compass 2.0 Limited Option,351340.30819162424,3.9656414916764433e-05
434,onehotencoder__Model_Compass 2.0 Limited Option 4X4,113164.33667978685,1.1656118330356383e-05
435,onehotencoder__Model_Compass 2.0 Limited Plus 4X4,241568.03745110775,6.0509280372335015e-05
436,onehotencoder__Model_Compass 2.0 Longitude BSIV,280317.321806275,5.7489956979253e-07
437,onehotencoder__Model_Compass 2.0 Longitude Option BSIV,166490.4836989732,8.033532493081891e-06
438,onehotencoder__Model_Corolla AE,426523.25005701167,7.087172307924321e-07
439,onehotencoder__Model_Corolla Altis 1.4 DGL,334776.09579672676,0.00020263544846141462
440,onehotencoder__Model_Corolla Altis 1.8 G,329655.98656372644,9.461718533766909e-05
441,onehotencoder__Model_Corolla Altis 1.8 G CVT,603550.963922824,1.088417480397234e-06
442,onehotencoder__Model_Corolla Altis 1.8 J,410317.18416797614,4.157785212135773e-07
443,onehotencoder__Model_Corolla Altis 1.8 Sport,404945.51404098794,2.322250892372796e-07
444,onehotencoder__Model_Corolla Altis 1.8 VL AT,388889.4655441516,6.6777821392777696e-06
445,onehotencoder__Model_Corolla Altis 1.8 VL CVT,202383.91039160365,7.429346945054874e-06
446,onehotencoder__Model_Corolla Altis D-4D G,2.0372681319713593e-09,0.0
447,onehotencoder__Model_Corolla Altis D-4D J,247022.2606005223,0.00016595061505486825
448,onehotencoder__Model_Corolla Altis Diesel D4DG,629722.6674864842,4.110602453958504e-06
449,onehotencoder__Model_Corolla Altis Diesel D4DJ,570819.8666235871,7.4917418287293296e-06
450,onehotencoder__Model_Corolla Altis G,434168.6839072958,8.709113704754966e-07
451,onehotencoder__Model_Corolla Altis JS MT,139743.92169983656,0.00013156985596961761
452,onehotencoder__Model_Corolla DX,326841.73952498904,1.0466670576725497e-05
453,onehotencoder__Model_Corolla H2,479646.22054842167,2.731313999074328e-09
454,onehotencoder__Model_Creta 1.4 CRDi Base,253174.69097520463,1.9731244080980123e-05
455,onehotencoder__Model_Creta 1.4 CRDi S,242668.85750990664,0.00011318473229715852
456,onehotencoder__Model_Creta 1.4 CRDi S Plus,401353.79365055554,8.909382070873395e-05
457,onehotencoder__Model_Creta 1.4 E Plus,213267.8087218969,3.7287575825063727e-06
458,onehotencoder__Model_Creta 1.4 EX Diesel,234751.20532403997,9.29327437471224e-06
459,onehotencoder__Model_Creta 1.6 CRDi AT S Plus,153730.09501724492,4.9811167576078754e-05
460,onehotencoder__Model_Creta 1.6 CRDi AT SX Plus,183873.17869477463,0.00020047864350855913
461,onehotencoder__Model_Creta 1.6 CRDi Anniversary Edition,411516.0898888494,0.0003017271493068386
462,onehotencoder__Model_Creta 1.6 CRDi SX,340769.9541261246,0.0007017808733894516
463,onehotencoder__Model_Creta 1.6 CRDi SX Option,348067.52697232564,0.0007555554350652937
464,onehotencoder__Model_Creta 1.6 CRDi SX Plus,419254.6163024986,7.630457666782298e-05
465,onehotencoder__Model_Creta 1.6 CRDi SX Plus Dual Tone,408779.1112409566,3.70866033955927e-05
466,onehotencoder__Model_Creta 1.6 Gamma SX Plus,489749.5329553529,4.884799548446325e-05
467,onehotencoder__Model_Creta 1.6 SX,688827.6719931464,5.414323411527401e-05
468,onehotencoder__Model_Creta 1.6 SX Automatic,393560.6613403323,7.241899799548964e-05
469,onehotencoder__Model_Creta 1.6 SX Automatic Diesel,32272.022812195806,1.9711344211308417e-05
470,onehotencoder__Model_Creta 1.6 SX Diesel,269372.4531039758,1.0266254820691643e-05
471,onehotencoder__Model_Creta 1.6 SX Option,617033.4361584745,4.114114267793674e-05
472,onehotencoder__Model_Creta 1.6 SX Option Executive,883067.9636319756,6.636172054998674e-05
473,onehotencoder__Model_Creta 1.6 VTVT E Plus,320071.6261530131,5.571923136732087e-06
474,onehotencoder__Model_Creta 1.6 VTVT S,1.6298145055770874e-09,0.0
475,onehotencoder__Model_CrossPolo 1.5 TDI,159836.28279280482,1.0003846644247298e-05
476,onehotencoder__Model_Cruze LT,181143.15811829476,8.50380965318349e-07
477,onehotencoder__Model_Cruze LTZ,82885.49714531474,3.5760108131561115e-05
478,onehotencoder__Model_Cruze LTZ AT,348585.1741707211,0.00028062987512281304
479,onehotencoder__Model_D-Max V-Cross 4X4,240567.5650741218,1.053880521986514e-05
480,onehotencoder__Model_D-Max V-Cross Z Prestige,22330.150147969187,1.6464461330493213e-05
481,onehotencoder__Model_Duster 110PS Diesel RXZ Optional with Nav,79259.8500835883,1.0543673414036563e-06
482,onehotencoder__Model_Duster 110PS Diesel RxL,13389.06068200255,1.5678083036708838e-05
483,onehotencoder__Model_Duster 110PS Diesel RxL AMT,108407.14323095264,7.389984312061748e-07
484,onehotencoder__Model_Duster 110PS Diesel RxL Explore,38243.49308799293,1.6386707748650405e-07
485,onehotencoder__Model_Duster 110PS Diesel RxZ,106994.74784088151,5.226943833435179e-05
486,onehotencoder__Model_Duster 110PS Diesel RxZ Plus,47756.53117712826,1.5383290165420106e-06
487,onehotencoder__Model_Duster 4x4,89662.51658485286,1.067763775152639e-05
488,onehotencoder__Model_Duster 85PS Diesel RxE,23236.50559313632,7.4541162409094135e-06
489,onehotencoder__Model_Duster 85PS Diesel RxE Adventure,1.8917489796876907e-09,0.0
490,onehotencoder__Model_Duster 85PS Diesel RxL,26130.55830733337,6.8273414113515375e-06
491,onehotencoder__Model_Duster 85PS Diesel RxL Explore,48716.40095833324,9.320355562966943e-07
492,onehotencoder__Model_Duster 85PS Diesel RxL Option,28755.76551627829,2.2189087177395493e-06
493,onehotencoder__Model_Duster 85PS Diesel RxL Optional,29442.66805630352,1.0981887180855416e-05
494,onehotencoder__Model_Duster 85PS Diesel RxL Optional with Nav,54066.72832513576,3.3147986234174384e-07
495,onehotencoder__Model_Duster 85PS Diesel RxL Plus,85374.72759252143,2.4519164898262177e-06
496,onehotencoder__Model_Duster 85PS Diesel RxS,179139.2753534395,1.4440672101439735e-06
497,onehotencoder__Model_Duster 85PS Diesel RxZ,127725.78808666357,6.478603564855827e-07
498,onehotencoder__Model_Duster 85PS Diesel STD,6.693881005048752e-10,0.0
499,onehotencoder__Model_Duster Adventure Edition,24938.77148873856,1.6803059074679094e-06
500,onehotencoder__Model_Duster Adventure Edition RXZ AWD,47176.18490492027,1.2071139892046631e-06
501,onehotencoder__Model_Duster Petrol RXS CVT,6.111804395914078e-10,0.0
502,onehotencoder__Model_Duster RXL AWD,198619.46281247513,3.1208800246883174e-05
503,onehotencoder__Model_Duster RXZ 110PS AMT BSIV,225293.20602095724,4.595393634435755e-05
504,onehotencoder__Model_Dzire LXI,5.238689482212067e-10,0.0
505,onehotencoder__Model_Dzire VXI,11856.764523532765,2.9667943249062373e-05
506,onehotencoder__Model_Dzire ZXI,1.3387762010097504e-09,0.0
507,onehotencoder__Model_E-Class E 220 CDI Avantgarde,591676.9978084052,1.9155672924776386e-05
508,onehotencoder__Model_E-Class E 250 Elegance,773257.9882503219,8.971673916398265e-05
509,onehotencoder__Model_E-Class E250 CDI Avantgarde,578126.4946308717,0.00023120656328138515
510,onehotencoder__Model_E-Class E250 CDI Avantgrade,419333.5399810523,1.2924715542937953e-05
511,onehotencoder__Model_E-Class E250 CDI Elegance,612781.089632354,1.3832555406187466e-05
512,onehotencoder__Model_E-Class E250 Edition E,9.313225746154785e-10,0.0
513,onehotencoder__Model_E-Class E270 CDI,1162314.3339245073,6.550001190320809e-08
514,onehotencoder__Model_E-Class E350 Petrol,912446.4739896401,1.1211156569931916e-05
515,onehotencoder__Model_E-Class Exclusive E 200 BSIV,2889499.699814518,0.004188007470624182
516,onehotencoder__Model_EON 1.0 Era Plus,207902.46035187872,4.8872147651700364e-05
517,onehotencoder__Model_EON 1.0 Kappa Magna Plus,214137.54403395523,1.4611086886981713e-05
518,onehotencoder__Model_EON 1.0 Kappa Magna Plus Optional,1.6880221664905548e-09,0.0
519,onehotencoder__Model_EON 1.0 Magna Plus Option O,194931.8018752559,3.0876613429947663e-07
520,onehotencoder__Model_EON D Lite,172612.8780872433,1.0769162449372632e-06
521,onehotencoder__Model_EON D Lite Plus,209699.49002712787,1.8092428807313946e-05
522,onehotencoder__Model_EON D Lite Plus Option,260568.4288531818,1.2795405610552059e-06
523,onehotencoder__Model_EON Era,163137.244920426,3.437639226621508e-06
524,onehotencoder__Model_EON Era Plus,185882.74418954816,0.0001154291107653023
525,onehotencoder__Model_EON Era Plus Sports Edition,1.0186340659856796e-09,0.0
526,onehotencoder__Model_EON LPG Era Plus,96441.61922039723,1.9091290176922933e-08
527,onehotencoder__Model_EON Magna Optional,123188.07970332286,2.579028356049718e-06
528,onehotencoder__Model_EON Magna Plus,178467.49617697182,3.454876191630723e-05
529,onehotencoder__Model_EON Magna Plus Option,1.0477378964424133e-09,0.0
530,onehotencoder__Model_EON Sportz,179595.30170384148,1.9840844092742273e-05
531,onehotencoder__Model_ES 300h,1810528.4893657912,0.005276224238861237
532,onehotencoder__Model_EcoSport 1.5 Diesel Ambiente BSIV,9779.25499082057,1.5849394109487863e-05
533,onehotencoder__Model_EcoSport 1.5 Diesel Titanium BSIV,127196.87488412832,1.9243524940602246e-05
534,onehotencoder__Model_EcoSport 1.5 Diesel Titanium Plus BSIV,159856.98040500298,2.9947059952354336e-05
535,onehotencoder__Model_EcoSport 1.5 Diesel Trend BSIV,19794.099085574504,8.520565754596261e-07
536,onehotencoder__Model_EcoSport 1.5 Diesel Trend Plus BSIV,18555.158386933574,1.4585695342617475e-05
537,onehotencoder__Model_EcoSport 1.5 Petrol Ambiente BSIV,112652.50377664168,2.6383111893519397e-06
538,onehotencoder__Model_EcoSport 1.5 Petrol Titanium BSIV,362404.2605963289,2.0736909055455758e-05
539,onehotencoder__Model_EcoSport 1.5 Petrol Titanium Plus BSIV,369596.8878191037,2.133654789375032e-06
540,onehotencoder__Model_EcoSport 1.5 Petrol Trend BSIV,128392.13356081545,2.14876193516006e-08
541,onehotencoder__Model_EcoSport 1.5 TDCi Ambiente BSIV,1.418811734765768e-09,0.0
542,onehotencoder__Model_EcoSport 1.5 TDCi Platinum Edition BSIV,131289.36943228246,1.700582265287839e-06
543,onehotencoder__Model_EcoSport 1.5 TDCi Signature BSIV,184422.18015971387,7.54794873092367e-08
544,onehotencoder__Model_EcoSport 1.5 TDCi Titanium BE BSIV,2.837623469531536e-09,0.0
545,onehotencoder__Model_EcoSport 1.5 TDCi Titanium BSIV,22494.340579913416,1.3754131500895834e-05
546,onehotencoder__Model_EcoSport 1.5 TDCi Titanium Plus BE BSIV,9.89530235528946e-10,0.0
547,onehotencoder__Model_EcoSport 1.5 TDCi Titanium Plus BSIV,12399.775812428787,3.149320927766858e-05
548,onehotencoder__Model_EcoSport 1.5 TDCi Trend Plus BSIV,31289.369432275722,7.359659365771794e-06
549,onehotencoder__Model_EcoSport 1.5 Ti VCT AT Titanium BE BSIV,79327.64856531928,6.708480691994722e-07
550,onehotencoder__Model_EcoSport 1.5 Ti VCT AT Titanium BSIV,21492.42553665028,1.2805759815948698e-05
551,onehotencoder__Model_EcoSport 1.5 Ti VCT MT Titanium BSIV,260073.11410372937,3.739151669930508e-05
552,onehotencoder__Model_EcoSport 1.5 Ti VCT MT Trend BSIV,1.5425030142068863e-09,0.0
553,onehotencoder__Model_EcoSport S Diesel BSIV,354509.2969957714,3.141823794701946e-05
554,onehotencoder__Model_Ecosport 1.0 Ecoboost Titanium Optional,88529.00592294754,3.0245299501212502e-06
555,onehotencoder__Model_Ecosport 1.5 DV5 MT Titanium,92248.07410929738,3.778896120885034e-05
556,onehotencoder__Model_Ecosport 1.5 DV5 MT Titanium Optional,30720.123677981435,8.279737850737074e-07
557,onehotencoder__Model_Ecosport 1.5 DV5 MT Trend,36845.23418476141,1.754293127714567e-06
558,onehotencoder__Model_Ecosport 1.5 Diesel Titanium,19295.78312504965,1.0895119621681815e-06
559,onehotencoder__Model_Ecosport 1.5 Diesel Trend,49607.07921540114,6.541719978212277e-07
560,onehotencoder__Model_Ecosport 1.5 Petrol Ambiente,96319.73001962727,5.87145572426677e-06
561,onehotencoder__Model_Ecosport 1.5 Petrol Titanium,124149.59264083313,2.1812029844144848e-06
562,onehotencoder__Model_Ecosport 1.5 Ti VCT AT Titanium,90392.8792788087,2.3880705871383385e-06
563,onehotencoder__Model_Ecosport 1.5 Ti VCT MT Titanium,148510.26169333945,7.944996615151029e-07
564,onehotencoder__Model_Ecosport Sports Diesel,91979.10583667069,1.209614431626316e-05
565,onehotencoder__Model_Eeco 5 STR With AC Plus HTR CNG,104025.93688112589,4.187567075302533e-08
566,onehotencoder__Model_Eeco 5 Seater AC BSIV,40572.0645012062,2.7514803414472836e-05
567,onehotencoder__Model_Eeco 7 Seater Standard BSIV,77949.7030523445,5.491845330272412e-05
568,onehotencoder__Model_Eeco CNG 5 Seater AC,49438.58684300215,2.4446495713743354e-06
569,onehotencoder__Model_Eeco CNG 5 Seater AC BSIV,4401.723778014086,2.1472568120493057e-05
570,onehotencoder__Model_Eeco CNG HTR 5-STR,12594.460183719413,9.531684248670272e-07
571,onehotencoder__Model_Eeco Smiles 5 Seater AC,12181.887500259021,7.117611691845009e-07
572,onehotencoder__Model_Eeco Smiles 7 Seater Standard,92240.22347617059,1.376968363029895e-05
573,onehotencoder__Model_Elantra CRDi,3.2887328416109085e-09,0.0
574,onehotencoder__Model_Elantra CRDi SX,253130.38225375552,0.00013420854122645908
575,onehotencoder__Model_Elantra CRDi SX Option AT,204154.87858377505,3.508607286511305e-05
576,onehotencoder__Model_Elantra GLS,287041.10461456823,2.9215519594974524e-08
577,onehotencoder__Model_Elantra GT,85351.60127478171,3.560185133213873e-07
578,onehotencoder__Model_Elantra S,339417.61978206225,1.5980161786243815e-05
579,onehotencoder__Model_Elantra SX,210850.41707429916,9.71763749138152e-05
580,onehotencoder__Model_Elantra SX AT,14931.618480157573,8.536477343600573e-06
581,onehotencoder__Model_Elite i20 Asta Option BSIV,230857.08173083083,1.71878256870506e-05
582,onehotencoder__Model_Elite i20 Asta Option CVT BSIV,49668.286648447225,2.1247820670917882e-05
583,onehotencoder__Model_Elite i20 Asta Option Diesel,73548.94787736304,3.4492585136357418e-06
584,onehotencoder__Model_Elite i20 Diesel Sportz,31844.715246432563,6.823548016761426e-06
585,onehotencoder__Model_Elite i20 Magna Plus BSIV,46789.1232025795,5.8554668283197385e-06
586,onehotencoder__Model_Elite i20 Petrol Asta,47095.50819592242,5.146228491492273e-07
587,onehotencoder__Model_Elite i20 Petrol Asta Option,179907.4462793615,9.777363360326924e-06
588,onehotencoder__Model_Elite i20 Petrol CVT Magna Executive,286591.03892847145,3.3036232001228264e-06
589,onehotencoder__Model_Elite i20 Petrol Magna Exective,16108.904473471252,2.370832493361016e-06
590,onehotencoder__Model_Elite i20 Petrol Sportz,92634.08674773699,3.4689790177715757e-07
591,onehotencoder__Model_Elite i20 Sportz Plus BSIV,119888.54331850872,1.87869989269811e-06
592,onehotencoder__Model_Elite i20 Sportz Plus CVT BSIV,175866.51852672934,3.490470885438051e-05
593,onehotencoder__Model_Elite i20 Sportz Plus Diesel,31641.633583121977,1.3168851966067726e-06
594,onehotencoder__Model_Elite i20 Sportz Plus Dual Tone BSIV,100707.95405022879,1.0233728630682485e-07
595,onehotencoder__Model_Endeavour 2.2 Titanium AT 4X2,1467436.2858086177,0.0001971798207186311
596,onehotencoder__Model_Endeavour 2.5L 4X2,452235.89250523935,3.573437703022306e-05
597,onehotencoder__Model_Endeavour 2.5L 4X2 MT,340856.45005005226,4.563746771425321e-05
598,onehotencoder__Model_Endeavour 3.0L 4X2 AT,154204.32372391084,5.894444544777579e-05
599,onehotencoder__Model_Endeavour 3.0L 4X4 AT,508896.97626111144,3.056493882949053e-05
600,onehotencoder__Model_Endeavour 3.2 Titanium AT 4X4,1734143.0524817125,0.0004049536993660465
601,onehotencoder__Model_Endeavour 4x2 XLT Limited Edition,270296.37347345566,1.1783799168947738e-06
602,onehotencoder__Model_Endeavour Hurricane Limited Edition,414931.77068605484,1.6121564152933177e-05
603,onehotencoder__Model_Enjoy 1.3 TCDi LS 7,124072.791427973,1.570484802270927e-05
604,onehotencoder__Model_Enjoy 1.3 TCDi LS 8,85166.89520422538,8.189307242143042e-06
605,onehotencoder__Model_Enjoy 1.3 TCDi LT 8,2.9103830456733704e-10,0.0
606,onehotencoder__Model_Enjoy 1.3 TCDi LTZ 7,163931.81527599518,4.737983333554879e-07
607,onehotencoder__Model_Enjoy 1.3 TCDi LTZ 8,1.0477378964424133e-09,0.0
608,onehotencoder__Model_Enjoy 1.4 LTZ 7,144241.16098611162,4.24384967212302e-06
609,onehotencoder__Model_Enjoy Petrol LS 7 Seater,92445.1625930426,9.848729256404978e-07
610,onehotencoder__Model_Enjoy TCDi LS 8 Seater,22369.113165443243,1.9427363477320396e-06
611,onehotencoder__Model_Enjoy TCDi LT 7 Seater,40585.17870986131,2.6007926627659173e-06
612,onehotencoder__Model_Enjoy TCDi LTZ 7 Seater,37844.96864699722,1.1953147886638757e-05
613,onehotencoder__Model_Ertiga 1.5 VDI,296168.7189170411,1.2105916900980454e-06
614,onehotencoder__Model_Ertiga 1.5 ZDI,270142.13492829725,6.560075691808571e-06
615,onehotencoder__Model_Ertiga BSIV LXI,297579.74363046326,2.325060771507644e-06
616,onehotencoder__Model_Ertiga BSIV VXI,407853.7128160689,6.820589742641224e-05
617,onehotencoder__Model_Ertiga BSIV ZXI Plus,526012.0665603456,0.00012307033928194789
618,onehotencoder__Model_Ertiga LDI,63910.872589769606,1.7640590547895053e-06
619,onehotencoder__Model_Ertiga LDI Option,282629.6433054784,4.623298637174501e-06
620,onehotencoder__Model_Ertiga LXI,273578.41064297943,1.2240950774482086e-06
621,onehotencoder__Model_Ertiga SHVS LDI Option,1.3387762010097504e-09,0.0
622,onehotencoder__Model_Ertiga SHVS VDI,298757.95162913256,2.84670629741504e-05
623,onehotencoder__Model_Ertiga SHVS ZDI,305423.2027817602,2.073742363216836e-06
624,onehotencoder__Model_Ertiga SHVS ZDI Plus,320463.92214075953,5.9104445907011404e-05
625,onehotencoder__Model_Ertiga VDI,197439.2889503912,3.774232057556647e-05
626,onehotencoder__Model_Ertiga VXI,378065.18689906073,8.54366570630777e-05
627,onehotencoder__Model_Ertiga VXI CNG Limited Edition,397664.90928901074,1.6893735159411292e-05
628,onehotencoder__Model_Ertiga VXI Limited Edition,384892.3018937753,7.1014031446876636e-06
629,onehotencoder__Model_Ertiga VXI Petrol,347864.37209646485,7.679434479906644e-07
